Accession,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F42,OCwt1,OCwt1.1,OCwt2,OCwt2.1,OCwt3,OCwt3.1,OCwt4,OCwt4.1,OCwt5,OCwt5.1,OCwt6,OCwt6.1,OCwt7,OCwt7.1,OCwt8,OCwt8.1,OCwt9,OCwt9.1,OCwt10,OCwt10.1,OCvar1,OCvar1.1,OCvar2,OCvar2.1,OCvar3,OCvar3.1,OCvar4,OCvar4.1,OCvar5,OCvar5.1,OCvar6,OCvar6.1,OCvar7,OCvar7.1,OCvar8,OCvar8.1,OCvar9,OCvar9.1,OCvar10,OCvar10.1,iBAQ G.P 1,iBAQ G.P 2,iBAQ G.P 3,iBAQ G.P 4,iBAQ G.P 5,iBAQ G.P 6,iBAQ G.P 7,iBAQ G.P 8,iBAQ G.P 9,iBAQ G.P 10,iBAQ P.P 1,iBAQ P.P 2,iBAQ P.P 3,iBAQ P.P 4,iBAQ P.P 5,iBAQ P.P 6,iBAQ P.P 7,iBAQ P.P 8,iBAQ P.P 9,iBAQ P.P 10,BENIGN_1,BENIGN_2,BENIGN_3,BENIGN_5,BENIGN_7,BENIGN_8,MALIGNANT_2,MALIGNANT_4,MALIGNANT_5,MALIGNANT_6,MALIGNANT_7,MALIGNANT_8,HGSOC_SA01,HGSOC_SA02,HGSOC_SA04,HGSOC_SA05,HGSOC_SA06,HGSOC_SA09,HGSOC_SA10,HGSOC_SA11,HGSOC_SA15,HGSOC_SA16,HGSOC_SC01,HGSOC_SC02,HGSOC_SC04,HGSOC_SC06,HGSOC_SC08,HGSOC_SC10,HGSOC_SC15,HGSOC_SC16,HGSOC_SC17,HGSOC_SC22,HGSOC_SC24,HGSOC_SC27,HGSOC_SC28,HGSOC_SC30,HGSOC_SC33,HGSOC_SC34
Q562R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,80299134","16,56128484",,,,,,,,,,,,,,,,
Q58EX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58EX2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195500,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58FF6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183570,0,0,0,30817,0,0,0,0,0,0,0,0,0,96322,0,0,0,35352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58FF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"14,78642423",,,,,,,,,,,,
Q58FG0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,73084332",,,,,,,,,,,,
Q58WW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,10308212",,,,,,,,"16,91889801",,,,,,,,"16,77233517",,,
Q5BIV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5EBL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,03758913",,,,,
Q5H9A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020700,4500100,4487700,2257400,3116900,6914500,1444900,3842600,4076900,2195300,4146100,4332900,3226900,1290200,1963500,6732400,5404700,2818600,216090,2994300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5I0G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,347380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5IJ48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,31571589",,,,,,,,,,,,"17,76907965",,,,,,,,,,,,
Q5JP53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442780,0,149650,128030,70513,0,173550,267660,696180,174650,0,125110,190520,0,0,"7541,1",71828,106000,201590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JPE7,,,,,,,,,,,,,,14664301,16313833,6222836,9526610,4081034,3352892,10777005,9438412,,,,,15945365,15066158,10160369,,9193786,,,6525493,5778155,21000396,10745424,7755610,,13458152,6170223,17401470,6653558,,20308656,12127138,10655993,,6874531,,11048654,12824226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JRA6,,,,,,,,,,,,,,8479719,,,1916265,,,,9375289,,,4481692,4895812,18762492,21933070,,9349193,,,,,,7760146,5082897,12192259,,9895623,,,,,7637374,11622532,4010860,,,,11561263,1607984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,61860519",,,,,,,,,,,,,
Q5JRA6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JSH3,6453128,,38493264,,,679542,,"3008170,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JSH3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76036,21813,0,"7094,3",0,31543,75141,59331,54700,0,81696,0,37306,166540,32175,23324,49602,13819,65512,95107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JSP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,6889064",,,,,,,,,,,,,,,"16,07856167","14,15300702",,,"14,90461116",,,"16,47023858","14,86162389","15,1322183",
Q5JTV8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,75256723","22,08848029","22,19950025","22,89174164","21,63656961","22,3053438","22,67916557","21,815524","21,80710391","21,69580744","22,49443997","22,22989675","22,97231796","22,54631352","16,60174194","21,89550919","22,31141367","22,76978763","23,29464776","22,57979671","22,42758109","22,81958038","22,70419025","22,39884886","21,535926","23,24907711"
Q5JTW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,22495969",,,,,,,,,,,,,,,,,,,,,,,,
Q5JVF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,82807355",,,,"20,81507711",,"22,48188392",,,,,,,,,,,,"20,77303032",,"21,68913347",,,,"22,16657343",
Q5JWR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,63934432",,
Q5K651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,82715037",,,,,,,,,
Q5MJ70,,,,,,,,,,,,28575170,223409240,18941558,32815969,,,55339083,126700902,38846465,130582171,58834821,45492728,89611971,58315392,103266602,6297168,51417812,2975866,35441231,54555054,10497010,57153265,36070902,53878151,31830217,73784258,12771532,,,,47430020,103185082,69758642,41103318,148090453,117016328,,72535517,734195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5MNZ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5QNW6-2,,,,,,,,,,,,23866590,32865110,38867809,37554856,12268735,45130573,18026898,6988895,32248748,38908266,100338219,64320889,48699500,29691095,69449789,75595525,20659772,18569261,13715936,11081615,33574716,22114966,33552554,33771089,19191272,15167644,39445524,38298309,64501578,21720465,58197585,49140337,38022577,17978028,18833320,14719805,15299341,16258742,,14606825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5QPM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5R341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9625,59113,0,0,0,"6321,1",0,93704,12410,"7744,9",24187,34987,12512,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5R3I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SQ64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44225,104250,0,0,0,143150,109320,89809,0,0,157230,154240,0,216640,72294,0,0,0,0,0,,,,,,,,,,,,,"18,68183197","17,0610836","17,98379117","18,1162192","15,68340106","17,67879919","17,80032549","17,74003628","17,90373125","17,07029708","17,74563436","17,43838247","17,67890359","18,41847311","17,60127856","18,85005565","17,36301451","19,1262257","18,09940323","17,22289143","17,773961","18,14686425","18,47952361","16,96001085","17,51645509","18,4073049"
Q5SQ64-2,,,,,,,,,1188808,,,,22592662,,5468949,5185500,3365421,7378377,20358734,25897616,42286800,118042394,59731960,5556721,6483882,11809397,,57268328,,106486480,21263668,,21821120,,15842057,17284364,,,,,,4752458,15940181,43604802,6773883,6829849,23906508,16955914,,62310468,65457804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SQU3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18519,31835,81173,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SR44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31644,29298,34944,109320,17275,76324,32062,0,26286,0,24651,72302,54172,40438,77921,45900,50359,20835,96748,76487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SRN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,13035884","16,48143499",,,,,,,,,,,,,,,,,,,,,,,,
Q5SSB9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190580,97495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119060,0,83792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SSJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SWL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,92602684",,,,,,,,,,,,
Q5SZC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813930,0,266490,301330,1211700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,138580,163960,25922,0,54647,40308,73444,64255,19652,128860,0,0,49641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0J7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,37613411",,"19,47139397",,,,,"20,46055284",,,,,,"19,79773274",,,
Q5T123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135200,15115000,7557900,5276100,2560500,12738000,20569000,17638000,15088000,11036000,11592000,21492000,34002000,4158100,5446200,8429700,17570000,1291900,7942600,13424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T215-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,04287548",,,"15,1187258",,"16,0943207","15,50475828",,"13,7565055",,,,,,,"14,26806001",,"13,63732717","14,64092781",,"15,01117425","15,34084408",,,"15,03758913","15,4435242"
Q5T2D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T4S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,12329264",,,,,"21,54507198",,,,,,,"21,61488527",,,,"21,06468623","21,18673509",,"21,6853504","21,0444953","20,7466457"
Q5T5C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17637,37838,16076,0,834650,0,26696,0,0,"9076,5",20322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7429,3",151160,190170,0,30431,87964,72206,30753,36429,168530,"9134,3",89998,69358,26277,0,45442,0,45182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6W5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,625350,0,0,201900,0,0,0,0,0,0,0,0,0,0,86060,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43678,"5491,9",0,0,13364,0,0,0,16674,31906,0,0,0,0,0,"7949,5",15078,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100060,0,0,57405,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T9B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71916,106270,93207,0,29882,52230,26226,0,82712,93383,260010,99727,50707,61696,15638,0,49541,0,612130,86847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726690,0,69268,0,0,0,0,33858,0,14260,63517,0,0,0,0,30304,87200,230450,0,62175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCX8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,95339113",,,"18,97063444","19,00261973",,,"18,31481346","17,91420606","19,23260879",,"18,86350739","18,78663412","19,18141066",,"17,76733711",,"19,88840048",,,,"18,99648542",,,"19,69821452"
Q5TD07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100120,195380,69738,478540,0,320190,409810,0,0,0,403610,0,12592000,390500,142930,110790,432170,193010,0,32712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TDH0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,37072386",,,"17,63088895","16,28173939",,,,"19,84208002",,,"20,06294456","17,62622748",,,,,,,"15,90488512",
Q5TDH0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TDH0-3,"1751445,625",,,"2061032,875",,1493621,"309862,4375",,,"741474,3125",,9013388,15367362,,4248897,4418094,,,12350144,,,3587753,,19285522,9818705,15011423,7929670,,18425096,,39080973,5507722,,,20794022,32984652,48949353,66302206,72722491,347227143,374800612,103605514,50507693,24642590,9592769,21454296,19004540,6454749,7254789,21168042,22949054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,145160,0,0,0,0,0,0,0,0,0,0,300090,39251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13567000,0,88004,0,0,0,0,0,16180000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFQ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,63516,17495,800830,15782,363250,13656,169030,22726,24702,0,19632,0,33055,214330,80961,333000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TG12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42928,"2531,5",0,32420,28147,12047,0,0,21103,34729,45491,0,54330,0,49381,80931,40818,0,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TH69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TH74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5THR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,74016211",,,,,,,,,,,,,,,,,,,,,
Q5TIE3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U5X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,64092781",,,"14,27568543","12,87344871",,,,,,,,,,
Q5VT82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890260,414600,734690,14084,271170,962390,203420,684510,312700,853050,624730,313560,339850,1020700,564550,175770,674910,109050,587630,223130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99822,63079,"7672,9",12290,0,397900,104510,422620,16753,0,0,183950,214160,213700,61336,14951,145140,29091,112980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227290,2787100,1443500,2997700,891000,1425700,79231,231300,696970,16908,12984,227960,623940,329570,1137300,1134400,1158200,364500,45457,631450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTT5,,,,,,,,,,,,,,16631751,15023244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6587470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,85730228","15,29599153",,,,,,,,,,,,,,,,,,,,,,
Q5VTT5-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VV63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VVJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VVP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"18,63068696",,,"19,7858797",,"18,93514083","19,13622917",,"18,85021065","19,63178452","20,19002572","18,73345638","19,26973339",,"19,56639574","18,46610417",,,,,"19,12309779","20,73266625","19,75442212","19,57953292",,"19,30871529"
Q5VVQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VW32,,,,,,,,,,,,33090294,,3214000,,35096556,19063342,99233784,13982841,,4243844,47546872,,4997497,3682275,12829052,9347160,,,8709117,3287719,,,,12771266,26248128,8082422,23416900,17232416,58431134,35463393,16702871,17519023,8081336,,34188184,2844724,4893563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,30802438","15,74387247",,,,,,,,,,,,
Q5VY30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853430000,421170000,366700000,279630000,404410000,287770000,185660000,651550000,390370000,282200000,169510000,379510000,321810000,232230000,397380000,533670000,301440000,373280000,256420000,626040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VY43,,,,,,,,,,,,25588299,29835006,4710622,,,,18303558,20018957,18679630,13757074,33750374,16886007,,,5161253,,,,,,23381074,19725798,16751732,,11562299,,,,,,22504236,15910916,14474419,4935434,21769445,7635866,28038306,17474513,,,56866,62102,21221,"6753,3",0,44620,"8014,1",20456,"9695,5",15481,"5669,9",15172,16918,11718,12664,11842,10165,"3312,3",11802,13648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VZK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,3112971","14,52116938",,,,,,,,,,,"14,79647829",,,"14,60642161",,"14,74269744","16,30563674",,,
Q5VZL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,99124947",,,,,,,,,,,,,"15,16575586",,,,"14,87304667",,,"15,2786631","15,42370302",,
Q5W006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5W0Z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
