Accession,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F42,OCwt1,OCwt1.1,OCwt2,OCwt2.1,OCwt3,OCwt3.1,OCwt4,OCwt4.1,OCwt5,OCwt5.1,OCwt6,OCwt6.1,OCwt7,OCwt7.1,OCwt8,OCwt8.1,OCwt9,OCwt9.1,OCwt10,OCwt10.1,OCvar1,OCvar1.1,OCvar2,OCvar2.1,OCvar3,OCvar3.1,OCvar4,OCvar4.1,OCvar5,OCvar5.1,OCvar6,OCvar6.1,OCvar7,OCvar7.1,OCvar8,OCvar8.1,OCvar9,OCvar9.1,OCvar10,OCvar10.1,iBAQ G.P 1,iBAQ G.P 2,iBAQ G.P 3,iBAQ G.P 4,iBAQ G.P 5,iBAQ G.P 6,iBAQ G.P 7,iBAQ G.P 8,iBAQ G.P 9,iBAQ G.P 10,iBAQ P.P 1,iBAQ P.P 2,iBAQ P.P 3,iBAQ P.P 4,iBAQ P.P 5,iBAQ P.P 6,iBAQ P.P 7,iBAQ P.P 8,iBAQ P.P 9,iBAQ P.P 10,BENIGN_1,BENIGN_2,BENIGN_3,BENIGN_5,BENIGN_7,BENIGN_8,MALIGNANT_2,MALIGNANT_4,MALIGNANT_5,MALIGNANT_6,MALIGNANT_7,MALIGNANT_8,HGSOC_SA01,HGSOC_SA02,HGSOC_SA04,HGSOC_SA05,HGSOC_SA06,HGSOC_SA09,HGSOC_SA10,HGSOC_SA11,HGSOC_SA15,HGSOC_SA16,HGSOC_SC01,HGSOC_SC02,HGSOC_SC04,HGSOC_SC06,HGSOC_SC08,HGSOC_SC10,HGSOC_SC15,HGSOC_SC16,HGSOC_SC17,HGSOC_SC22,HGSOC_SC24,HGSOC_SC27,HGSOC_SC28,HGSOC_SC30,HGSOC_SC33,HGSOC_SC34
P04792,,"204106,7813","1411255,375",,,,"1302707,5",,,,,21221106,40776891,20172578,46293679,19761928,18627288,,13397466,24018338,47239360,31358100,7549493,,17989392,18723379,5628286,26632874,18172082,39236649,27241442,38978256,41949724,,19989552,15744137,33955052,,27817058,48188852,51044388,17259724,8289726,37986824,28894464,20907708,13458422,10353813,4703139,,,0,0,0,421540,59677,323240,0,328270,0,113960,39176,37586,93158,580490,447790,127620,519480,0,0,119890,,,,,,,,,,,,,"13,97049731",,,,,"17,5067553",,,"17,11554414",,,"15,21818331",,"17,3317011",,"14,80806359","18,73296015","15,00808024",,,"12,87344871",,,"19,96336383",,
P04843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,51042774",,,,,,,,,
P04844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,27990889",,,,,,,,,,,,,,,,,
P04899-4,2379726,,,,,,,,,,,1711985,,55303378,4314132,85328760,,12632056,37115800,12268065,15044301,43968927,12710410,7929060,,137098474,39651145,,8935770,3055050,,31388535,,72343848,2404360,368477812,,,42961088,7028801,55212496,45681112,2201370,55796900,125059480,290706250,,,97342520,8406281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04908,,"2177960,25",,"1702377,75","3989503,75",4518163,"3777368,25",263633,,,,29435912,18302792,17084484,21012348,,,14360061,,14598227,,121536016,81124506,,,8180648,11723641,,,,,29939486,50650320,12039480,5992077,,,,,595400128,716728628,19924808,18488312,,3967015,,,45351478,8596979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05019,,"6009001,5","7546248,25","6016678,5",7606150,"2772189,75",4868875,,6374510,"19504887,25",,756210772,986497720,55633341,56662818,47302500,37213193,449580309,365864582,254339287,153360278,265084674,224884868,134828633,113554184,46115182,23014740,16846589,22195914,78546661,268176726,216538428,159331124,165753538,22076464,59983394,191402634,37611000,24353303,3155983,9903494,431101637,488382202,320789500,341888396,428974981,337712468,379515258,362513189,28013722,110213586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,77903902",,,"16,95234843","20,27236883","17,55026844",,"18,63364511",,"16,71699385","19,06392102","18,95913284","19,74169284","18,88414811","18,71605677","19,05560354","17,84061741",,,"18,04498887","20,19000545","19,08780868","17,98516011","19,69164499","18,0958905","18,55301683"
P05026-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,35132,0,0,90666,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,28891746",
P05062,"431135136,8","62092367,56","166370862,5","36904332,06","147578283,5","28788913,94","59721482,13","68629106,75","135486682,3","299246440,4","196541710,8",472447542,444654678,124885276,151168101,2023802527,1871192134,432020463,407580711,486605760,527184925,518082778,312344673,786209432,604418526,328382339,253924131,310912182,216775182,1560386376,987657048,987846287,1008593778,166712068,284219360,354673402,408610232,130580265,170667356,1299102021,1037041818,376667119,304711040,408856354,360641321,445965864,458346017,586664951,447348917,273833466,142556319,3996700,1102600,3917900,1049400,2926900,2182200,2450900,5655400,3053000,1686600,2767400,1687500,1353600,500710,2533800,1133300,2443600,954420,948230,2143500,,,,,,,,,,,,,"19,16999305","16,69295327","18,62487225","16,84282079","18,16098109","16,67501173","18,06187535","18,61101683",,"15,9746771","19,6680534","18,14972811","17,18350843","18,24882999","19,10860496","16,82694571","17,68241275","17,83407461","17,5267239","17,12643549","17,50699766","18,10403116","16,90847555","17,31086858","15,59408175","16,68593502"
P05067,"14485942,5","15417147,13","493304,875","597266,3125","8751700,664","212473,875","11091026,63","12179735,94","149850,6719","547325,4688","22885954,69",382089902,466618009,535892169,555577873,954043710,296214847,470720319,455599908,342873576,398532508,266510287,143399148,396442043,304897332,491303025,410137808,233102003,191563560,460254812,277197476,415640416,344212084,723074720,622243565,456412289,571342700,344588393,618636461,307886664,238957330,261566810,172131753,254000221,213011567,175736055,169278784,228246953,187814031,558634158,444031971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,17029358","20,18670409","18,56365594","20,44276172","19,48901735","19,91107728","19,67425279","20,38775798","19,23691629","18,9024136","19,95112298","19,91814514","20,63932101","19,81700141","20,20599754","20,18427134","18,82062681","21,28841842","20,42648547","19,54308746","19,56461961","20,24812149","19,68607601","19,86047287","19,36469899","19,65426747"
P05089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28066,0,0,0,0,0,0,0,0,87596,0,121520,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"17,08525577",,,,,,,,,,,,
P05089-2,,,,,,,,,,,,,,,,,,,,,,,,,,,11401030,,,16152071,3656138,,,,3069330,,,849446,5927133,145373118,144776996,5601885,2611389,,,,1363560,5368276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05090,"940141976,6","979831583,5",1501075919,1649215866,1409644503,"262819677,1","813983238,9",1522875084,1815514998,1249019902,"316506789,1",6394824496,6297283966,7093024716,6806445880,2943456574,2230409982,6277874835,5013603340,4535172249,4254912447,7804956050,5011708557,9504250781,7735338153,6616157864,5091826181,3733583293,3980673698,6237439275,7252626924,6374799719,3953137611,6147801208,6764389423,3503867391,3315132179,4934428683,3084259311,928358819,382332848,7497126719,5993949062,6239563067,5211006230,7576125093,5947056372,3879012905,5085725531,1389718389,2167853208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,50669025","19,69525208","21,06654735",,,,"20,04679597","21,11279887",,"20,12285654",,,,,,"20,89536558","20,95850174","20,85420707","20,61797395",,,,,,
P05091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,108150,154430,63503,"5345,3",80303,245990,87807,0,0,2849700,133270,156080,196480,0,0,0,43811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05106,"5040022,5",,"233034,9844","2332456,75",13274139,,,,1282154,,,26922870,6268897,14830892,6918552,8579333,2472373,45109910,33080762,50651387,53397852,43081412,27492570,9629569,10940518,24264923,2369622,11614854,,,,83300069,57005582,10457950,7505590,10106574,3860683,,7785782,20119554,4933375,,5127887,12158444,4129020,10842888,8731876,38375340,30339850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,30406224",,"18,14176926","17,41466204","17,55556987",,,,,,"16,98291735",,,,
P05107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63238,0,0,0,0,0,77502,15113,201810,72256,142110,0,"8515,8",0,0,27163,159200,45008,33733,,,,,,,,,,,,,,"15,0518731",,,,,,,,,"14,01427602",,,,,,"15,41912519",,,,,,,,,
P05109,264150332,1687883481,"256445816,8",238665257,"274113730,6","768381062,1",517501827,"384541348,1",341102726,1085306798,"48193021,88",859651887,788772671,1453438280,1136550593,2299069646,1595124259,889504588,857278162,1379460423,1152628320,2088797012,1488994290,1335322077,962486499,16512302961,16660303166,2008368846,1725571543,701349351,557411479,1726853216,1407454809,1384596763,1306900004,1215487759,779342620,663439329,435253711,100623626,130909180,1091925505,1120865820,384719339,335762462,195635028,186381122,347207873,259825631,2016177347,1353943069,8807600,5229300,94210000,9579600,28114000,277840000,2326400,7703000,11664000,40849000,23125000,61703000,10727000,86592000,26335000,10765000,5801400,34586000,18988000,26950000,,,,,,,,,,,,,"21,97446394","19,26969851","17,75494654","22,09150358","18,88241575","22,80916475","22,02357462","20,2413427","22,70419025","23,43854577","21,62892666","20,6237474","22,43868354","22,2730827","22,10166621","22,99733382","20,52357598","17,54486647","17,77753887","20,60064048","21,28728437","21,78161345","20,5976979","20,47644605","21,90480455","20,70604426"
P05120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05121,"466595,6563","2416104,75",,,,,,,,,,755472014,360733842,386487781,410861309,422885854,477955002,491419023,312187492,368486471,341947715,254063770,106205378,268485265,205052709,298763785,246350181,189835114,146870413,156273209,126723260,520998714,231058006,146631445,311329537,398846774,330933670,373874257,385658324,126985279,115136617,193529441,122601670,200311033,134362394,186268421,163972679,178331866,71424007,241407977,192179424,57928,296070,0,10021,0,235400,0,23564,0,36101,140760,192730,0,0,19332,0,0,0,0,36493,,,,,,,,,,,,,"19,08005986","18,18249998","18,19155359","18,49339164","16,06953518","18,00961154","17,22151689","18,1675301","16,73675813","16,32373221","17,29879711","17,86722608","19,06148463","18,05938135","18,15599117","17,59438114","16,13610091","18,59443426","17,67205071","17,53093131","17,48016669","18,05632001","17,00608656","17,76393398","16,52775533","17,46441051"
P05154,2506093596,1600962103,2041321794,2288088534,1933302565,"523141168,3",1677849043,"679534653,1",1320327937,2318076671,1464144928,6729310035,7537301348,6618668128,7534923338,4709405674,4979474776,6016992126,6364546423,3209846545,3464640700,5517374162,3481279506,7981328737,6054106552,2225818060,1801283410,7637554065,5656095032,9796914574,6866334992,4839594344,5200649969,2357238228,3012204731,3354940808,4260811740,2900254358,2990965321,2704992081,2306863181,5288760603,4418381124,6231901496,5101231674,7409223571,7619130066,8045517721,5959664000,4310165829,2918071558,19235000,5884400,8434500,8400900,2736000,5878300,6323600,10056000,14576000,19066000,9860600,10026000,9213600,9781700,6051300,14116000,13898000,5465600,7448300,16927000,,,,,,,,,,,,,"23,30094515","22,98428841","23,19859741","22,81307736","23,78178932","23,20064626","22,79961177","22,37010016","22,32659795","22,86326843","23,29829064","23,08731443","22,92964317","22,62794366","23,38968257","22,29682854","23,23739874","22,95280482","23,1822253","22,26103695","22,60735521","22,77847645","22,96242254","23,49797074","23,40363074","22,79715662"
P05155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350900000,1012700000,1168800000,862800000,222700000,738770000,988900000,871210000,933400000,1187300000,1417700000,1560900000,919060000,1053900000,826080000,783560000,890070000,1026100000,895030000,1271500000,"1,610741586","1,914112941","1,241778912","2,297965892","1,62060786","1,915969606","2,141029713","2,250791931","2,431805505","2,540720165","2,050872834","2,168491554","27,79740653","27,81395908","28,22566597","28,06606755","27,88831489","28,19826734","28,10548372","27,45509695","27,68528033","27,79016585","27,99002759","27,95179705","27,82649402","28,08901682","28,39453162","28,00225703","27,92100912","28,4395162","27,8692769","27,79804329","27,91587177","28,13206054","27,96028051","28,30667693","27,56796971","27,39218839"
P05155-3,140074000000,76552558731,97519389940,79716921378,64596888530,62605891288,42031372035,93713126634,43480230313,60827901768,122248000000,190859000000,232217000000,433540000000,491247000000,212207000000,224755000000,284991000000,298927000000,300260000000,319570000000,254515000000,162708000000,274144000000,212377000000,357177000000,266092000000,248977000000,224953000000,281557000000,214117000000,219101000000,210141000000,362709000000,481190000000,264008000000,295929000000,299132000000,378282000000,257298000000,212070000000,238208000000,222416000000,249661000000,210147000000,228659000000,200605000000,222298000000,170027000000,278918000000,224281000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05156,24879705585,18108073574,16829930354,15658949750,15080173706,11633794800,11373574898,17113827478,13816140019,18136622797,23921125129,55477666612,63001317460,64671762602,64422318977,41510501171,41769603089,65025222657,59260315230,67946695412,57262107685,48880791062,29234978757,83907838927,62421097544,66614253915,54354888074,48484899489,38599153600,54006387417,40816589267,58073427720,51851298717,58583607841,64651334039,77347430030,72862195260,56801042687,63026274242,60225768442,44678927827,53577044375,45577794207,65510245141,51617441646,55161588421,45674149616,46919072453,38554460408,67838931188,47185457117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,70773697","24,99426015","25,35475916","24,86326394","24,69132373","24,94604121","24,97825489","24,49353074","24,48843096","24,66962459","24,90679588","24,81244709","25,21324934","25,0976245","24,89618642","24,32540808","25,01908076","25,50364146","25,33719896","24,98901746","24,27726635","25,27909017","24,8842255","24,65311226","24,47074061","24,78040265"
P05160,1344095369,3080673461,3307439011,2345677725,4082623779,3406684801,2861840376,2146788844,2979482632,4857034816,1646037529,28361187399,21686617004,16432982751,17798669805,10270066646,7161712540,24055963373,20435213835,10057089357,7921158154,14988651728,7611200740,21507704968,15711310196,8062651325,6669444906,13066501665,7597829574,25298471052,16874036916,15354584598,12095161269,12635147880,10020334709,12052220624,11323958586,8118454261,5984509733,7779465207,6033241916,19730331321,18531726236,20324891131,17428707235,21428621951,16378750829,23724104383,16865624365,7399485438,5427294618,24396000,11884000,13538000,16026000,8809100,8613100,10332000,22043000,16297000,14880000,13547000,19036000,15681000,13135000,17744000,17490000,9579600,10996000,12187000,27936000,,,,,,,,,,,,,"24,00517754","22,60861179","23,53334864","23,37052808","22,98873273","23,08133913","22,9073146","22,95723213","22,30257127","22,13940295","23,18866985","23,1822253","23,64648938","23,34527715","23,48271865","22,44373747","22,84049441","22,67020509","22,99928652","22,67993579","22,64168846","23,24662593","22,99177767","23,10465499","22,74025373","22,30374675"
P05164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,74767552","20,08827874","18,77382106","20,70682386","17,13701354","20,24396806","19,68754932","18,75313023","20,22825472","20,15639529","19,18607772","19,31666094","20,1401305","19,6950282","18,46916152","20,76351063","19,62854663","19,77818292","17,71749293","19,21459805","19,65230386","19,11579043","18,74895005","18,866917","18,93225686","18,7349174"
P05164-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50599,254250,137310,368620,129630,159100,63184,39470,93201,49996,71931,22285,166760,221400,208120,60167,74075,31543,136160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05164-3,"9630796,125","8748050,438","13242986,13","5135192,938","4145625,75","12437508,38","3810536,563","16361329,5","5198465,625","19708487,34","12347499,5",287121217,286000639,646439398,650764473,125408922,114539007,486081591,416764233,693229403,671313544,869932040,497792838,416315001,276639094,843885505,728063456,128853000,60484848,262689758,50701390,454261802,334933767,387455018,460136992,819723127,867600538,384008116,343744022,2194413320,1816534039,927789419,839270374,253427292,225896544,95351149,97642885,138476109,121324596,25749707,9832654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05165-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102000,191010,247040,332120,6796800,665610,103260,2168500,235640,2259800,179230,455400,192520,298420,1860500,108860,108820,147710,84814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05186,,,,,,,,,,,,12343452,6196986,3034590,7663238,276590,6471674,5321998,9601344,3124575,7314330,4035736,1905083,9528743,9162287,9638504,11171341,2158740,5235967,2541742,6093392,12627853,4866344,,4588637,1355869,9231282,3877027,9876716,21325804,24293381,14243845,9889122,6294242,8573311,6929232,5687649,940102,4227094,2913598,4563143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,88421482",,,"15,43341155",,,"14,20330042","15,60141027",,,,"14,38308225",,,"14,4576567","15,00370145",,,"15,06293327",,"14,58162186","16,24820257","14,59883312",,,
P05186-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212690,208540,216200,372180,158410,759810,274080,155780,340790,1347300,298690,316020,610020,199060,406750,933670,286230,720200,695300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05198,,,,,,,,,,"581318,4375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11238,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05362,"571349102,3","275944611,3","314711715,5","187302380,7","276848074,3","375981296,6",217558430,185180111,"164339359,5",314924872,"515761675,9",706341056,989937514,923963584,1342563678,620457434,961042415,878298351,1009529862,1244970751,1832294337,793194013,552598505,978856786,653661639,982516493,874528915,1329566874,1169842571,1069585464,748136416,748767281,1214416689,667937229,1514441322,1157903470,2092629892,955953830,2204595586,990865246,804472742,906775822,904369354,1132780152,919696514,983251708,893553889,687487400,511101123,1771135112,1285774669,381720,206510,458520,322100,306950,504630,177160,3520900,232980,2681600,2533700,2256600,423890,4347700,475740,301970,1017300,375360,448490,857930,,,,,,,,,,,,,"22,4077952","22,51066285","22,30490094","21,66912763","22,01363187","22,12570511","21,63854865","21,58227267","21,70017002","21,43656811","21,8249871","21,50547148","22,85407264","22,94918252","22,1877967","21,37914581","21,34011965","22,21626307","21,78496372","21,02565345","21,51315283","22,87010579","21,9816981","21,75617203","21,3434186","21,301988"
P05386,,,,,,,,,,,,,,23137336,,10109209,,,,11190862,8370674,2118718,,,,,,,,19494748,,,,6649229,,30687814,,,,31798892,37478680,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,05343251",,,,
P05387,"5782268,5",10102455,10023056,"13866066,63","7282486,719",6987844,"3828739,25","701555,1875",10548567,"9503529,281","26442578,75",,7128638,,3116973,,9116716,,,,3121782,,3916840,,4245984,23246624,26435388,,4796157,7310446,6280054,,9894207,,11785106,5426744,,,,31336740,42634004,10362647,,,2080978,,,,,8140317,1715292,0,172170,56177,0,236980,0,1106000,88492,72353,123470,219940,279460,67724,0,46361,0,0,94250,0,0,,,,,,,,,,,,,,,,,,,,"15,94853674",,,,,,,,,,,,,,,,,,
P05388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122250,39171,172600,28513,30338,44211,0,0,0,65735,0,177820,0,204550,0,0,71958,0,121140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,1095989",,,,,,
P05451,,,,,,,,,,,,,,4639771,7493409,,2455629,,10349004,,,10254696,5634278,,4467873,,2070456,41818320,11797414,,3026028,,,,3369327,,8431332,,,14666656,,3064984,2936337,42398705,29948647,,6074109,,,13388775,8459277,781710,231550,94113,0,0,556300,0,0,0,514940,858830,0,0,1312000,541200,258180,0,186380,892090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
