Accession,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,HPwt1,HPwt1.1,HPwt2,HPwt2.1,HPwt3,HPwt3.1,HPwt4,HPwt4.1,HPwt5,HPwt5.1,HPwt6,HPwt6.1,HPwt7,HPwt7.1,HPwt8,HPwt8.1,HPwt9,HPwt9.1,HPwt10,HPwt10.1,HPvar1,HPvar1.1,HPvar2,HPvar2.1,HPvar3,HPvar3.1,HPvar4,HPvar4.1,HPvar5,HPvar5.1,HPvar6,HPvar6.1,HPvar7,HPvar7.1,HPvar8,HPvar8.1,HPvar9,HPvar9.1,HPvar10,HPvar10.1,HC_M195,HC_M197,HC_M198,HC_M203,HC_M207,HC_M208,HC_M214,HC_M215,HC_M216,HC_M225,HC_M228,HC_M230,HC_M232,HC_M234,HC_M241,HC_M243,HC_M251,HC_M260,HC_M266,HC_M267,HC_M273,HC_M274,HC_M275,HC_M276
Q15848,432100776,"15849738,1","140692161,3",672356278,"201715759,2","328511377,4","28749982,92","30993151,63","133843458,5","949482598,5","31982934,46",2198125141,1095393658,1097890321,443115284,1249232365,291731223,1262014401,1254817375,1349259432,1442282690,1561636183,1745156037,158596576,73788569,1030399279,180208272,302566096,337796539,72095853,975578468,171405200,208542220,478875730,555213132,231363609,429339983,1832090797,1230596835,516542537,228296052,146567087,121039013,230671759,279083358,1214350082,782191033,267270155,195171769,192576471,130356584,"19,97084873","19,41300614","19,33682177","19,41300614","18,28576373","19,99354153","18,23757154","18,97415714","18,99888171","18,88674104","19,14228177","18,47730826","18,5646585","17,06668493","18,64344425","19,05804309","18,26005159","18,49747544","18,89443217","18,14704151","17,47710242","17,35592513","17,57328524","16,92597863"
Q15904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15907,32667536,,31052446,49653612,34124472,37320388,,,,35719620,,8142115,9853688,,3625967,15239907,53170578,10953947,13285519,26397834,20883756,27832006,19884259,5514828,3704275,4887354,6820553,6928874,,8702383,,,22657334,,4336157,,8394877,9899406,,8778182,24384228,,28272735,3795183,13892325,,6135442,29121316,47286803,45138312,52127695,,,,,,,,,,,,,,,,,,,,,,,,
Q15942,3302410349,1794084564,1221184575,"399604850,5",2119091932,"968402648,6",1014428971,2064511462,1238803639,2167797494,1303825713,,,,,,7233769,13297284,16713769,3908885,4239123,11742930,5031523,,,,,,,,,,,,,,,,,,14780903,3243852,12124951,,,,,,,,,,,,,,"14,37332005",,,,,"16,04395446",,,,,,,,,,,"16,34471781",,
Q16181,233489852,64077102,"48214042,5","28456010,5","110533616,5","20258206,63",39387304,46194253,36012696,93425632,56048980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,2571647","13,66079102",,,,,
Q16270,"70348251,5","48421256,5",36114345,"14629719,84","49670454,75","11084765,97",75293625,72316290,"106514839,5",56085312,"64402543,63",147121276,323700411,168206996,341678489,177559258,352971261,167996477,173656078,239447679,323407975,330093150,316405387,260034154,174787084,290635208,230546771,300529097,209187614,225072327,156428102,259530023,330270292,229788470,254156348,196901241,219687778,133509364,175959997,120553748,188356936,166730192,174485131,171992276,100065823,197145523,104891534,254432993,176537340,259448998,131659456,"16,63519599","15,701394","15,77052939","15,76278859","16,09870281","15,0518731","15,37580694","16,26656248","16,15465613","16,13735713","15,61152086","15,37695146","16,69776035","15,57605251","15,45108354","16,41668832","16,35717054","17,55931957","15,68905497","15,14823383","15,52274745","15,70037254","15,63457076","15,17749359"
Q16270-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16394,,"550725,3125",,,,"245597,5469","1860702,125",,2240360,,"1533070,125",12651382,33634225,28675215,35686340,6337554,44597320,8331420,26607501,16076412,22355909,38942265,32420149,29434794,18658489,20783878,14283321,21776818,10097683,42989001,13959850,15165395,21474081,27240178,32876266,15573592,20383981,1991431,3224965,6084377,20165226,,7483851,5708890,13697274,7520264,10632420,33563826,27549723,20559260,15216547,"16,50100589","16,76598038","16,13878369","15,00676876","15,66054695","16,34303216","17,01993584","16,23549679","17,05027526","16,16991707","16,36204826","15,63100273","15,96193496","16,16754078","16,28188756","15,83722047","17,11686822","16,21839113","15,70191353","16,30163968","14,20461906","15,97213979","15,54245418","15,94972922"
Q16401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16531,"30598528,5",,9004424,,"26789214,5",,,20048828,,23490340,,,,,,,,9746693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16539,25549917,"10887201,5","10612257,5","695970,875","25124999,25","1788536,625","20672909,5",22510368,25751455,"10753760,75",42583461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16539-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16543,47060817,"54139890,5","44965042,5","2373932,75",90338080,"16463542,63","51421866,94",82184880,"63389354,75","28725591,5","55984617,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16555,"74589605,5","65960625,5","38370076,78","3302539,875","66139298,38","10161897,25","49023238,5",45813988,43044023,"45896071,25",81074493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16555-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,44836413","19,2459258",,,,,,,,,,,,,,"19,41611872",,,,,,,,
Q16595,,,,5377678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16610,5893385159,3348173471,2866929224,"723591352,5",3539003180,"741393762,6",3595024847,4578953198,4258672631,4235933818,2790972967,15933897537,11469306731,20227426530,17524070347,12665054286,10351651505,18602184997,17202442080,12222371573,9619754624,13007853383,11216954354,15595215981,11124036193,16237082108,10806135741,11490152308,8759505667,14498489869,9150551366,16291097804,14957977118,15809423971,13888696857,13653931582,14371458403,18132556569,12351655052,18960306318,16010479310,13544766185,10596810191,16614233343,10816881891,18110106005,12454556023,16081172666,11292642289,12365852301,9755582102,"22,80235335","23,18033696","22,85624291","22,79018003","22,94515415","23,40026158","22,19277787","21,8662248","23,59552973","23,26050831","22,41208247","22,21307212","22,17359905","22,04754985","23,49019235","23,05915215","23,21553199","23,75720511","23,14436809","22,28338016","23,03249903","23,01752534","23,71219616","22,53448971"
Q16620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,69159975","18,40131044",,,"16,27288418",,"17,90579547","16,9615456","18,60548465","18,0781727","16,57347173","15,93242731","16,58252693","17,67299933","15,85705634","16,91989997","17,01736382","18,5951224","15,95423861","18,15856911","16,91536011","16,15101506","18,51276342",
Q16620-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16627,80536432,52559431,21722736,107667597,35230816,113281996,14650163,11862407,27423576,46584068,,205759556,110416305,242594832,153969553,216265552,70955161,233455812,156277358,309143360,179523221,85053200,176338386,104067292,70841194,180109743,81372892,70546733,54011984,192659984,109785352,30651917,41265134,22970586,8183921,,8953836,164774285,104629256,83046932,29589886,,44646563,67430618,5868822,127400968,40986608,47349376,46206297,11241474,19491650,,,,,"16,19244583",,"16,30300138",,,,,,,,,,,,,,"16,08221576","16,37452972",,
Q16643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16643-3,10459515,"2099067,75",,"1814674,375",10428009,"1112267,125",,"3811691,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,61228925",,"23,54160207",,,,,,,,,,,,,,,,,"23,54196761",
Q16651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775183,,,,,,2697136,3345272,,,,,,,,,,,,"14,95479909","17,71914283",,,,,,,,,,,,,,,,,,,,,
Q16661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16706,"106366426,5","133825836,9","33448446,13","9333866,156","66268679,5","23345804,69","74712614,5","89750288,5",134425199,84013690,280409493,303920608,359106059,311104984,299701877,226711123,280031061,179881850,198550457,346351369,347699141,305477919,216593557,330933877,268868969,287930148,257329897,257159593,254553018,294366978,224340748,221112266,260920901,264651827,246834095,196559579,205223705,147051459,137361917,204832624,250697944,202739531,205002336,224233815,224378122,260762736,188842315,287621609,250473587,244532269,217939417,"18,11408857","18,12643587","18,45307743","18,39566956","18,12532856","18,25047589","18,03639696","18,14122547","18,05662329","18,03665416","18,4410953","17,97453355","17,86289462","18,29010901","17,66193435","17,62234419","18,42372989","17,93059251","18,25424294","18,03548649","17,89117882","17,7091291","18,01184135","18,18892149"
Q16719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16775,21007008,,11779431,,25854284,,,20480808,,34819400,,,,,,,,,,,5186190,,,,,,,,,,,,,,,,,,5312239,,,,,,,,3159257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,86964157",,,,,
Q16821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,62815045",,,,,,,,,,,,"20,71912746",,
Q16851,"138702152,3",19264781,"57491832,75",24130973,"164006978,5","31918688,5",,"36145995,5","4951371,5","86732641,5","7335368,5",,34534564,112626200,,6584062,40683825,5220588,,,16324954,13360853,21126278,38393828,1936940,28676884,9633781,,12921820,20522794,8724493,240981456,22081193,18882172,42736721,169464240,5432242,59381956,3720553,12621972,4469664,3817057,,,37007659,14903909,19552413,9047919,31383765,107790230,101820504,,,,,,,,,,,,,,"14,49976109","14,85391346",,,,,,,,,
Q16851-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16853,"20837328,13","3213309,25","12239561,5","328801,8438","23718516,25",,"5582590,5",56020091,6062501,"29407647,5","6139302,5",211920871,168709711,265792223,238754720,183911595,167958331,194805379,141326220,205043114,133854842,108289732,99915071,80243842,71172361,201192992,142231107,148973689,112104532,132400160,100300304,199106121,200179601,222449164,227560664,115773272,135039089,163223973,83675098,130314848,86513140,70567264,63340328,82170743,62795340,135568488,60126364,132024518,251783495,101609677,56272943,"18,94277089","19,65234869","19,85228364","19,30865522","19,13452769","19,74022386","19,48086259","19,2886417","19,42468596","19,93197692","19,6990196","19,08702004","19,50453529","19,06737319","19,50404839","18,79872422","19,44580001","20,4291679","19,96677977","19,59123757","19,2326522","19,32770587","19,10713822","18,12413014"
Q16881,46169496,25664429,19592783,"3282670,125","38668634,5","9258235,125",12945879,"18466429,63",9051025,26848632,"25883031,75",287836192,236467200,322535680,79782848,125344936,106622680,92416120,140052048,159601792,183343232,196698544,179511440,152233776,117880488,67905992,58755928,192989472,100275096,,89511312,,12952850,,,,,,,,,,,,,,,,4456249,60138416,20187558,,,"15,68293756",,,,,"15,24085095",,,,,,,,,,,,,,,,
Q16891,,,,,,,,,,,,,71129944,,179952048,,176444288,,128772864,,131721040,119306440,86481744,84677376,89025224,96554928,141412170,,,,,,,18969066,70838488,8541095,10064158,,,,,,29658826,,,,47783914,,,55467688,47074504,,,,,,,,,,,,,,,,,,,,,,,,
Q17R98,,,,,,,,,,,,1386141648,5916520448,3291392468,5435023632,2190324214,7688531468,688359109,3722389888,2675803997,4801564932,712442825,3669438785,866488533,4465040327,7050862656,6637253592,2719931648,2708632468,794848048,1848679454,1223394177,597851555,2509681342,1369025205,594813064,977886048,146418956,1161459265,1069903468,694178940,1766181684,831126180,778168188,376024750,1769806023,645231034,805161691,388114389,993897408,610925996,,,,,,,,,,,,,,,,,,,,,,,,
Q17RD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,8822555"
Q17RP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17RS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,75942789",
Q1RMN8,,,,,,,"724759,375",,4287284,,10281091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24JP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27J81-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28194,28647504,"7894260,609",17183964,,27567039,"3359636,547","8635860,25",22257828,29139019,,"26314518,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2Q1W2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,10299648","16,58706764","15,6690699","16,80131868","14,51649076",,"15,18601265","14,60709301","15,10789103",,,"14,76839748",,,"15,54747742","14,19970603","14,1690911","14,04732471","15,12644897",,,"15,01831922","15,52156487","14,45957866"
Q2TAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,48295254","18,16423417",,,,,,,,,,"17,20168871",,,"16,35577632",,,"16,175288",,
Q2TB90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,93095922",,,,,,,,,,,"22,31300822",,,,,,,,,,,,
Q2TV78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,55070365","22,83490874","22,69694924","22,65908095","22,65045983","22,84109204","22,5248629","22,79695993","22,54267453","22,5311349","22,6461578","22,60158169","22,68483211","22,22523983","22,14763742","22,22354506","22,02458614","22,31723699","22,45233997","22,68093022","21,90779345","22,26727578","22,52210652","22,18575279"
Q2VIR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32P51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32Q12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3KPI9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3KR37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,31416676",,,,,,,,,,,,,,,,,,,,,
Q3LXA3,"8815490,375","3388878,75","990248,75","84925,57813","23690388,5","2425900,25","3045291,75",6235932,"4720900,5","7919620,75",3616403,,,,,3437155,,,,,,,,,,3629579,,3198709,,,,,,,,,2323311,,,,,,,,,,,,,28019953,33781432,,,,,,,,,,,,,,,,,,,,,,,,
Q3MJ16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3ZBD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3ZBS7,,4275587,"2945875,75",,,421802,,19529568,19250946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3ZCM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3ZCW2,250598512,216308036,214712328,"93582584,5",596133328,43230395,233678430,553598248,259057872,411530008,284481416,27683325,7369330,,,18790850,,33246467,37669542,49242969,19007250,31158813,20132145,,,,,,,10241033,3109002,,,,,,,4497945,,4726679,,4596554,,,,2202180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q495W5-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4ADV7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,58992404",,"18,07830342","18,35755835",,,,"18,0251381",,"18,57454842",,,"18,640883","18,36576296",,,,,,"18,16803045"
Q4KMG0,"6595014,5",,"3835297,25",,"2725462,5",,,4750484,,15670262,4166060,12752385,27515530,29745030,10730475,12815463,5796929,15017319,27274540,10686941,19000058,17751320,17927418,33509961,11092941,22363864,15164732,20523504,2284877,16372606,10274044,11562633,8263193,,4757074,,3905918,29980648,25628675,14422970,13630000,16284106,15063100,19924940,,13776590,12666763,29728520,33779892,5826075,,,,,,,,,,,,,,,,,,,,,,,,"15,89101935",
Q4LDE5,"18466021,5","26327022,78","5215220,563",,"6336411,25","9840084,375","43064471,81",4769154,"51788655,38","30751096,5","43250126,16",82020527,67000921,66044645,73064591,50850388,56174795,26020628,36540865,81122559,94177188,214839849,45958291,175479752,88416190,45776154,34131309,43111295,23851389,48445767,54365081,69607978,29943897,70227362,70042686,49318880,61706944,84287179,80141162,30330116,41929029,90162498,67233559,85181340,40744184,61276348,48895404,51868641,39086230,232006288,49193278,,,"17,31003131",,"15,64289081",,"16,97362073",,,"17,13854629","18,46931819",,"17,1199598",,,,,"18,57473904",,,,"17,30807294",,
Q4VNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,8483821","17,80717286","17,2527207","17,42191522","17,29814402","17,14783991","17,49563415","17,79734434","16,71788304","17,51961286","16,56162514","17,3442377","17,23299328","16,44862759","17,41781729","16,17095753","17,13546801","17,32488441","17,26752902","17,24719204","17,8544582","17,75229817","16,88442673","17,70205204"
Q4VXZ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4ZHG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q53FA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q562R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,94674723",,,,,,,
Q58EX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,29129361",,,,,,,,,,,,,,,,,,,,
Q58EX2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58FF6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58FF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58FG0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58WW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5BIV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5EBL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5H9A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5I0G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5IJ48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JP53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JPE7,,,,,,,,,,,,,5742439,,16141303,6824036,,6062380,8869347,,4319869,12727206,12538868,17905738,11731599,,,4632972,7660773,8924462,,15973321,7716573,30572090,15700419,,25359620,9481195,10483089,18034652,24058846,11920732,16486784,23925758,,24038782,,,11669052,12761931,14692688,,,,,,,,,,,,,,,,,,,,,,,,
Q5JRA6,,,,,,,,,,,,,,4393723,,,2173243,,,,3707844,,3503251,,2315802,,3323542,6974091,5106711,,,,3824335,,,,3172522,,2112375,5683445,2470764,4721659,3888242,,1903378,,4717156,,5698015,5821900,5390500,,,,,,,,,,,,,,,,,,,,,,,,
Q5JRA6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JSH3,276586699,129633034,"100591245,5","35624808,38",223239348,"62146851,88","82928372,5",331466887,118756107,"201655091,5",93029703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JSH3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JSP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,5212048",,"14,27112229",,,,,,"12,87344871",,"15,4848072","15,06594468",,"15,00592514","14,40073015",,,"14,36118974","14,33026538","14,51232995",
Q5JTV8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,49199917","21,94745564","17,11441874","23,21693037",,"22,14661041","21,9875643","22,31723699","23,21099125","22,03504646","23,35081735","21,98611461","23,06605713","21,959559","22,52500415","21,82146521","21,78430837","22,90960317","21,31794423","22,01435825","21,94198591","22,8843209","21,29738683"
Q5JTW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JVF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,05647462",,"22,21324851",,"22,26840559","21,85036557",,,,,,,"21,05151543",,"21,69135984",,,"18,24975602",,
Q5JWR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,7294342",
Q5K651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5MJ70,,,,,,,,,,,,27003910,38331861,35821624,25634932,45291043,1356748,87474211,97687696,62472844,98362696,66026548,89216685,25475448,2263619,,7021711,14947479,3591228,153475712,44858720,,730453,511587,2855302,312190,1047391,46923458,66906980,37816709,4715929,22806442,17397112,17799933,,104297223,62217774,2913675,2403426,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5MNZ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,64073047",,,,,,"18,27936422","17,57375411",,,,,,,,,,,
Q5QNW6-2,,,,,,,,,,,,96436112,78833704,32520342,20806214,46729027,63248863,22428564,22002548,30521631,14801086,65734272,43401777,32103563,24970450,18141730,22883596,15423017,25470872,26909916,19653308,18340376,8753967,9686516,3474771,7246034,,8851605,6190091,6126456,5697966,10290566,11159759,7852784,6453991,12585248,8183089,,,,6075927,,,,,,,,,,,,,,,,,,,,,,,,
Q5QPM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5R341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5R3I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SQ64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,87344871",,,,,,,,,,,,,,,,,,,,,,,
Q5SQ64-2,,"633489,25",,,,,,"2226789,25",,,,12729553,,6450345,8006748,,,,,59089240,27378141,,,,,29972568,4454168,10868858,,,,,,,,,,21618876,,9929979,,,,7464216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SQU3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
