Accession,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,HPwt1,HPwt1.1,HPwt2,HPwt2.1,HPwt3,HPwt3.1,HPwt4,HPwt4.1,HPwt5,HPwt5.1,HPwt6,HPwt6.1,HPwt7,HPwt7.1,HPwt8,HPwt8.1,HPwt9,HPwt9.1,HPwt10,HPwt10.1,HPvar1,HPvar1.1,HPvar2,HPvar2.1,HPvar3,HPvar3.1,HPvar4,HPvar4.1,HPvar5,HPvar5.1,HPvar6,HPvar6.1,HPvar7,HPvar7.1,HPvar8,HPvar8.1,HPvar9,HPvar9.1,HPvar10,HPvar10.1,HC_M195,HC_M197,HC_M198,HC_M203,HC_M207,HC_M208,HC_M214,HC_M215,HC_M216,HC_M225,HC_M228,HC_M230,HC_M232,HC_M234,HC_M241,HC_M243,HC_M251,HC_M260,HC_M266,HC_M267,HC_M273,HC_M274,HC_M275,HC_M276
Q5SR44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SRN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,31189379",,,,,"14,20852886",,,,,,,,,,,,,,,,
Q5SSB9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SSJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,10893076",,,,,,,,,,,,,
Q5SWL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,69744457",,,,,,,
Q5SZC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0J7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T215-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T2D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T4S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,17938232","21,84628296","21,72784374","21,06617859",,,"20,89295349",,,,,"21,88414863",,"20,61268398","19,25819477","21,93145018","20,13355144",,"21,36654447",,
Q5T5C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6W5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T9B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCX8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,13473132",,,,,"18,78373003",,,"18,95103395","18,40624115",,,,"18,60057757",,,"19,64384342","19,6939179",,"18,46825021",,"18,36275018","18,1470042"
Q5TD07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TDH0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,08383298",,,,"18,85612977",,"17,25356803",,,,,"16,06242753",,,,"14,84706683","16,23063281"
Q5TDH0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TDH0-3,"383424,0938",,"647445,875","804241,8125","7957377,5",,,4341717,,"4453681,5",,,20051534,,13216076,,29167275,4567921,14414692,,7066807,42015716,9555206,7534866,18937794,,2504366,30122613,12964875,14418881,,,10633840,56596141,10274869,18850115,16812675,10076671,8370583,32113884,9512954,7975507,4769036,7641753,3650868,48130213,9044014,31512934,13380803,12762635,11585717,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFQ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TG12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TH69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TH74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5THR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TIE3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U5X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,67048643","14,67835084",,,,,,,,,"14,17160748",,,"14,46190474",,"14,59166121","14,59590019",,,"15,19334919",,,,"15,49376597"
Q5VT82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTT5,,,,,,,,,,,,,,,,,,,,,,14596672,13126357,,,9027450,7832424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTT5-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VV63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,54910469",,,,,,,,,,,,,,,,,,,"14,54664494",,,
Q5VVJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,5371063",,,,,,,,,
Q5VVP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,88549815",,"19,23882531","19,25215388","19,23800409","20,08823725","18,41879772","18,81317315","20,16060797","19,85918305","19,3960613","19,01324516","19,62143579",,,,"18,732048",,"19,20058165","19,54415275",,"18,64545668","18,61930186"
Q5VVQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VW32,,,,,,,,,,,,,,6642532,,,,9506778,,,3391326,,4809359,,,,,,,,,,,,,,,,,,3087411,,,,,14132797,,3940237,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VY30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VY43,,,,,,,,,,"3987120,25",,29990901,13602575,9291606,,20330054,,24696325,32571891,28058536,19497596,12272597,16076306,,,6656121,,,,12814623,9338933,,,,,,,8133229,,,,,,,,12662518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VZK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,69788325",,,,,,"15,61516087",,"14,97646154",,,"15,29445881",,,,,,,"14,77565319"
Q5VZL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,00294376",,,"15,31243617","15,91538305",,,
Q5W006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5W0Z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,02790985",,,,
Q5XKE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5XPI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5XPI4-2,"6339721,5",,"1063183,625","807014,25","3371511,5","750589,5625",,"1240680,875",,"4696913,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5ZPR3,,,,,,,,,,,,,,,,,4486044,,,,,,,,,,3796278,,,,,,,,,19097127,,,,,,,,5962760,,,,13683039,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5ZPR3-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60I27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,59311624","17,24373886","16,68002851","16,18582801","16,89472518","16,92403111","16,2195766","15,92899471","15,97153778","15,42009935","16,73675813","15,43011592","16,70846253","15,50221512","17,14530883","15,73677633","16,38458244","16,54738593","16,24390892","15,51380898","15,69898018","16,41243755","15,81905883","16,73296146"
Q63ZY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q684P5-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q687X5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,59785275",,,,,,,,,,,,,,,,,,,,,,,
Q68BL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,63099797","18,23006588",,,"17,72661587",,,,,,,
Q68CQ7,,,,,,,,,,,,17138328,14861666,7190784,17548842,9264555,12503428,15783402,23036112,6268191,14286407,20024988,11038790,13913671,5601144,7986039,8922487,,6734971,2825351,6863720,,3178738,3618786,,3764230,4056040,9243601,3987855,6608997,9013583,5879736,10757104,4527980,3784714,10953461,6936396,4325559,2171683,,10656022,,,,,,,,,,,,,,,,,,,,,,,,
Q68DA7-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37188344,12239209,,,,,,,10291988,3860592,,,,,,,,,,,,,,,,,,,,,,,,
Q68DN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,94597361","17,02390502","16,21294738","17,00152475","18,41973424","19,01696073","20,30104086","16,55027353","18,37645002","17,15428848","20,51923885",,"20,087711","17,54926174","16,88059556","16,96513355","20,57870905","18,43550102","17,55581443","16,22192151","18,52580945","16,62611756","18,72133051","18,40630636"
Q68E03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AWB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,82230057",,,,,,,,,,,
Q6BCY4,,,,,,,,,,,,,47445448,,26167470,,61823212,,16251496,,22469806,41518480,21616696,65291180,32563574,78541200,17532142,66616520,25479168,39115860,16391574,,94258976,,117032288,,43551556,,8896430,,33150062,,43365740,,29541282,,19748480,17364280,28791800,43237956,30872120,,,,,,,,,,,,,,,,,,,,,,,,
Q6DN72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,7311295","21,10039111","21,40190655","21,51147229","21,45204985","21,76974898","21,53960257","21,58614097","21,57890567","21,60755462","21,70017002",,,"21,59606997","21,66676904","21,62138719","21,08982586","21,40678056",,,,"22,1263916",,"21,56761196"
Q6EMK4,"459295313,7","172072710,9","185501988,3","112223358,5","275206932,5","33742099,5","366574539,5","300273013,3",375676073,"277790093,3","226413158,3",1406503617,1472671353,1573802184,1508596832,1499675798,1481122147,1138399783,1312436040,1488148558,1610138556,1767978401,1502062365,951098607,755375624,1489467180,1016989168,844703005,867150589,1688233918,1136831234,1163556718,1426363379,1065254736,1262140864,742008073,964411419,1401613205,1020963944,821527581,917669273,792837113,854232222,653353312,770531690,1273185329,968346787,983181904,729358937,940864558,755780082,"21,88980365","21,86827776","22,32828955","21,66049857","22,08483628","21,90862421","21,81655835","22,01326614","21,85355437","22,48086661","22,27999225","22,33892825","21,93512197","22,02012669","21,82846139","21,99168432","22,24298422","21,8056917","21,66619221","21,90513066","21,93463124","21,81420435","21,75107737","21,40138248"
Q6FHJ7,,,"2228621,75",,,,"725427,4375",,,,,,11466430,,,,,,,,14517350,,,5881138,12249306,,2345274,10807773,,5954947,,,5108632,,,,,,7083094,5375114,,,,,3311106,,,,3017379,6250932,,,,,,,"15,37248528",,,"14,81741974",,"15,71768975",,,,,,,,,,,,,
Q6GMV3,124578832,47371572,40198333,19783901,59857474,"195038628,1",65158080,65208422,"137259670,8",88179988,284435104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6GPI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6GTS8,,"3065805,563",,8799708,,"51863536,75","1141789,25",,,,35663080,25625638,40161453,50652340,43348135,6641077,,,,23502746,30659634,49734039,44896270,7410320,3290497,,,13855904,,7664320,,,,,8910706,,,,4004999,,,,,,,,,,2089638,,,,,,,,,,,,,,,,,,,,,,,"17,56138545",,,
Q6GTX8-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6IBS0,"21816668,5",88233948,7414024,"24102964,5","33972885,25","37831356,63","53498247,38",19547108,"69798641,25",47876770,"20611843,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ICL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,48845862",,,,,,,,,,,,,,,
Q6ICL3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6IE36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,5495976","18,69372518","17,88648714","17,56808652","17,96423214","18,97656866","17,15427674","17,75381393","18,87360832","17,79251234","19,07647408","18,31897402","17,70611485","17,98366547","18,73862417","17,9912841","18,85510016","18,77950959","17,67622393","19,97686105","17,83905556","17,87885025","18,79305186","18,33681584"
Q6IQ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6KB66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,4496702",,,,,,,,,,,,,,,,,,,
Q6KCM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,92013921",,,,,,,,,,
Q6MZM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,73514971","18,19636967","19,01628361","18,74828455","18,02253413","17,0610836","17,94265278","16,9204124","17,20529779","17,58315218","18,22856338","18,25721264","17,99494097","16,81342953","16,84082371","16,93877504","17,67254767","17,7702308","18,04968554","17,07354615","17,74209487","16,98006418","17,02019731","17,95509175"
Q6N022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,73953423",,,,,,,"16,00939396",,,"14,77480103",,,,,
Q6NXT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6NZ67,,,,,,,,,,,,,,,12296076,7082990,,11762216,47029660,,,,14946273,110688545,,,7762305,39876192,,11471843,,,,,,,15478819,4520199,132965538,,4134840,,,,1567348,2432710,3526911,23442607,1405618,44097164,9814911,,,,,,,,,,,,,,,,,,,,,,,,
Q6P179,"46056456,88","2878894,75",26679203,,26348494,"6314211,938","2837866,5","1629203,75","20172213,75",56455915,17992724,115453968,121966848,27318086,24613382,26717383,42851057,154864803,164164038,17627840,30157382,129314783,123273542,123825949,70912032,130632979,118637794,103816992,85968136,186800739,155759827,28781670,32579168,10414876,3343085,75522942,82463867,3627111,,74771852,106620655,44015217,46261985,86821275,83140480,5275901,11881796,3591159,,24688367,14287578,,,,,,"16,36340837","17,86936868","18,15130719",,,,"14,68894931","17,75119136",,"18,07104417",,"17,17077505",,"18,11526916","17,83803353","17,14395189",,"17,2800365",
Q6P1L6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,52212515",,,,,,"14,29759441","17,47698535",,"16,57048037",,,,"16,2455303","20,00621346","17,56837601"
Q6P2Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,38018199"
Q6P4A8,,,,,,,,,,,,,,4000511,,9851076,,,11229623,,,5287275,4531080,17770588,16999602,,4375436,25647724,32985906,4383033,5648389,5020472,,,14391468,,,,,,,,,,4914561,4153485,3844895,6196600,3639451,4950240,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P4E1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P4E1-4,,,,,,,,,,,,,7809462,,,5997343,,,4098205,,,,,,,,3824846,3592488,,3632848,,,,,,,,,,,,,,,,,2624688,5865562,4526463,,5024505,,,,,,,,,,,,,,,,,,,,,,,,
Q6P988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PCB0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PCE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PD62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,27567726",,,,,,,,,,,,,,,,,
Q6PI73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,73917472",,,,,,,,,,,,,,,,,
Q6PJ69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,80037393","26,47527106","26,42845223","26,15266268","26,8455494","26,18737619","26,72298359","26,66661491","26,79617766","26,35412411","26,79668701","26,66756389","26,50408872","26,93011233","24,96398861","26,42320804","26,98320791",,"24,62139963","26,24469056","26,65907074","25,26537461","26,08715294","26,74837772"
Q6PL24,35485412,,10410721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6Q788,,,,,,,,,,,,23589498,,,4375281,,12922757,,6134922,,,,,,,,,,,12608582,,,,,,27183052,6395619,,9488982,,10891687,38744456,3121303,29522738,13959314,12704174,23319710,15892603,17385270,3362394,3492213,,,,,,,"15,50115606",,,,,,,,,,,,,,,"15,73001652",,
Q6S8J3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,82848902","19,86565557","20,17077828","19,35925346","20,72223058","20,44422046","20,02360545","19,73520307","19,23597105","19,77186822","19,53173661","19,09764336","19,22165816","19,27090518","18,29786175","19,21359081","20,01229976","19,18728823","18,34734609","19,67196156","19,13344483","19,04654697","19,00825022","18,91688067"
Q6S9Z5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6U841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,5675105",,,,,,,,"18,4507508",,"17,61682127",,"17,37768759",,"16,8910617",,,,,,,"16,36400161"
Q6UB35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,90362625",,,,,,,,,,,,,,,,,
Q6UB98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,65175071",,"14,52540509",,,,,
Q6UB99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,29574393","20,06529939","19,97784615","20,026932","20,55583994","19,53087439","20,98173532","20,42702692","18,61599899","19,67707173","20,36281026","19,81113716","19,38062517","20,40608386","19,86880062","19,90609648","19,73161996","19,29168066","19,94816366","19,32942444","19,64888084","20,09801688","19,54911496","20,3601914"
Q6UVK1,61292160,4909367,4101693,"1708095,125",5952763,"711749,375","15947359,5","12796109,63",115504679,27582650,"6792400,25",40818906,81648556,36569958,23658219,38135796,70009244,40002195,30413243,22535844,72810805,83545971,72630909,9597238,29389263,49712594,56213281,67421759,89664764,25344444,6237800,34586265,32024612,58833000,27503384,30257736,21919530,15930175,14187603,15871645,22739983,20372645,,17625276,8005745,,17357429,32245019,31809806,13462182,14237922,,,,"16,0893284",,,,,,"15,88073082",,,,,,,,"15,69407672",,,,,,
Q6UW02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UW60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,52357734","19,98039629","19,34537741","20,14509865","20,1126957","19,91051749","20,20385985","20,05184597","19,35605096","19,71958799","19,45711182","18,78815588","19,13499796","19,50937019","19,33359527",,"19,32063006","19,89301517","19,30092044","18,19688618","18,69336882","18,86677927","18,99733537","18,48982848"
Q6UWB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,02827105",,,,,,,,,,,,,
Q6UWP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UWP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,0299226",,,,"20,03950364",,,,,,,,,"17,45033941",,"21,45118282",,,,,,
Q6UX06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,02435848",,,,,,,,,,,,,,,,,,
Q6UX71,17491246,,"12143220,5",,29856830,"845070,6875","3845235,75",28502668,"7368384,5",25387929,,75524757,67446281,111413024,135151719,83552259,93585775,73723786,61879174,124741277,82372313,118919868,91943104,70279004,38079906,57955339,62918707,54618322,50764663,66734378,50427829,86783508,83906024,111527496,111884322,64087744,75851473,146730609,37756237,40243266,77693080,61297858,67505914,60638176,51459854,52620066,44669847,69758210,84531146,58382320,59576841,,,,,,,"15,39308171","14,75462608",,"15,61578605","14,10808644","15,35708054","14,40987065","15,64953899","15,67066012","14,99531993","15,55491517","16,05580625","15,32431362","15,10140582","15,00121386","16,1182776","16,41900803","15,27992529"
